warehouse_location,category_lvl1,category_lvl2,category_lvl3,current_stock,available_stock
WH-1-B75,Apparel & Accessories,Shoes,Unknown,208,208
WH-5-B73,Unknown,,,9,9
WH-1-B42,Unknown,,,174,174
WH-5-B91,Unknown,,,263,262
WH-4-D24,Unknown,,,313,312
WH-2-C22,Unknown,,,105,105
WH-8-E42,Health & Beauty,Health Care,Fitness & Nutrition,278,242
WH-2-B52,Baby & Toddler,Unknown,Unknown,288,287
WH-8-B85,Unknown,,,359,359
WH-2-E36,Unknown,,,486,485
WH-3-E63,Electronics,Audio,Audio Components,311,309
WH-8-A25,Apparel & Accessories,Clothing,Underwear & Socks,394,393
WH-1-C94,Apparel & Accessories,Clothing,Underwear & Socks,438,438
WH-7-E81,Apparel & Accessories,Clothing,Underwear & Socks,242,241
WH-7-C39,Apparel & Accessories,Clothing,Underwear & Socks,29,28
WH-6-E22,Apparel & Accessories,Clothing,Underwear & Socks,421,420
WH-5-D17,Unknown,,,140,140
WH-8-B13,Apparel & Accessories,Clothing,Underwear & Socks,119,118
WH-7-E52,Apparel & Accessories,Clothing,Underwear & Socks,172,171
WH-7-C38,Apparel & Accessories,Shoes,Unknown,352,350
WH-5-D22,Unknown,,,311,310
WH-5-C38,Electronics,Electronics Accessories,Power,226,223
WH-1-D25,Toys & Games,Toys,Robotic Toys,48,48
WH-5-C16,Health & Beauty,Personal Care,Feminine Sanitary Supplies,254,252
WH-2-B64,Health & Beauty,Personal Care,Feminine Sanitary Supplies,133,121
WH-1-E88,Business & Industrial,Signage,Electric Signs,415,414
WH-6-B71,Apparel & Accessories,Clothing,Underwear & Socks,103,103
WH-1-D51,Unknown,,,497,497
WH-9-B33,Unknown,,,65,65
WH-5-C47,Electronics,Communications,Telephony,425,401
WH-6-E93,Electronics,Electronics Accessories,Computer Accessories,461,461
WH-7-B97,Apparel & Accessories,Shoes,Unknown,51,50
WH-7-D85,Apparel & Accessories,Shoes,Unknown,86,85
WH-9-C50,Unknown,Unknown,Unknown,404,403
WH-5-B35,Health & Beauty,Personal Care,Feminine Sanitary Supplies,292,292
WH-9-B59,Unknown,Unknown,Unknown,488,488
WH-5-C18,Home & Garden,Household Supplies,Storage & Organization,367,366
WH-5-B47,Home & Garden,Lighting,Light Bulbs,458,457
WH-4-D54,Electronics,Communications,Telephony,410,408
WH-7-A57,Home & Garden,Decor,Unknown,502,491
WH-9-E16,Home & Garden,Decor,Seasonal & Holiday Decorations,39,36
WH-1-B82,Apparel & Accessories,Clothing,Suits,15,14
WH-9-D30,Apparel & Accessories,Clothing,Suits,237,237
WH-8-D35,Home & Garden,Household Appliances,Floor & Steam Cleaners,433,431
WH-5-B82,Apparel & Accessories,Clothing,Pants,315,315
WH-8-A50,Unknown,,,369,368
WH-6-B89,Unknown,,,366,365
WH-9-A95,Unknown,,,54,53
WH-4-C63,Apparel & Accessories,Clothing,Outfit Sets,171,170
WH-4-B92,Unknown,,,291,289
WH-9-D17,Unknown,,,178,178
WH-9-E69,Unknown,,,43,42
WH-6-B66,Apparel & Accessories,Clothing,Outfit Sets,500,500
WH-3-A62,Unknown,,,351,351
WH-2-C67,Apparel & Accessories,Clothing,Outfit Sets,447,446
WH-8-C26,Apparel & Accessories,Jewelry,Necklaces,134,111
WH-5-B56,Unknown,,,302,302
WH-1-C83,Unknown,Unknown,Unknown,54,54
WH-9-A79,Unknown,Unknown,Unknown,270,269
WH-6-D66,Apparel & Accessories,Clothing,Outfit Sets,39,38
WH-2-E97,Unknown,,,319,317
WH-2-B89,Apparel & Accessories,Shoes,Unknown,132,131
WH-6-D50,Unknown,,,324,324
WH-1-A39,Apparel & Accessories,Clothing,Outfit Sets,111,110
WH-6-A74,Apparel & Accessories,Clothing,Pants,331,330
WH-7-B94,Apparel & Accessories,Clothing,Outfit Sets,57,56
WH-5-E83,Apparel & Accessories,Clothing,Outfit Sets,84,84
WH-7-E45,Apparel & Accessories,Clothing,Outfit Sets,247,245
WH-4-A95,Apparel & Accessories,Clothing,Outfit Sets,395,395
WH-8-B30,Apparel & Accessories,Clothing,Outfit Sets,46,46
WH-6-A86,Home & Garden,Kitchen & Dining,Tableware,195,191
WH-9-E88,Apparel & Accessories,Clothing,Outfit Sets,64,63
WH-5-E59,Home & Garden,Household Supplies,Storage & Organization,631,617
WH-7-A78,Home & Garden,Household Supplies,Storage & Organization,61,61
WH-8-D93,Home & Garden,Lawn & Garden,Unknown,257,253
WH-7-E69,Electronics,Components,Unknown,176,174
WH-4-C32,Office Supplies,Office Instruments,Writing & Drawing Instruments,482,480
WH-7-C66,Home & Garden,Household Supplies,Storage & Organization,294,292
WH-1-C72,Apparel & Accessories,Clothing,Dresses,352,352
WH-8-A25,Unknown,,,240,238
WH-2-A48,Unknown,,,50,48
WH-9-A34,Apparel & Accessories,Clothing,Pants,180,179
WH-7-D56,Apparel & Accessories,Clothing,Dresses,188,188
WH-5-B31,Toys & Games,Games,Board Games,330,329
WH-6-B60,Home & Garden,Decor,Artwork,414,413
WH-6-E45,Apparel & Accessories,Clothing,Shirts & Tops,495,495
WH-4-C97,Apparel & Accessories,Clothing,Shirts & Tops,103,103
WH-6-D59,Apparel & Accessories,Clothing,Shirts & Tops,377,377
WH-5-A42,Apparel & Accessories,Clothing,Shirts & Tops,327,326
WH-5-C44,Apparel & Accessories,Clothing,Shirts & Tops,58,57
WH-1-E50,Apparel & Accessories,Clothing,Shirts & Tops,157,157
WH-8-D13,Apparel & Accessories,Clothing,Shirts & Tops,227,227
WH-7-B79,Apparel & Accessories,Clothing,Shirts & Tops,431,431
WH-2-C27,Apparel & Accessories,Clothing,Shirts & Tops,256,256
WH-2-C94,Apparel & Accessories,Clothing,Swimwear,409,407
WH-3-B44,Apparel & Accessories,Clothing,Swimwear,144,142
WH-2-D49,Apparel & Accessories,Clothing,Swimwear,16,16
WH-4-D46,Apparel & Accessories,Clothing,Swimwear,433,433
WH-6-E96,Apparel & Accessories,Clothing,Swimwear,384,383
WH-5-A36,Apparel & Accessories,Clothing,Swimwear,205,204
WH-8-D27,Apparel & Accessories,Clothing,Swimwear,410,410
WH-4-A65,Unknown,,,198,197
WH-6-B93,Unknown,,,354,352
WH-5-D72,Unknown,,,282,281
WH-6-A68,Unknown,,,143,142
WH-1-B79,Unknown,,,309,309
WH-2-E56,Apparel & Accessories,Clothing,Swimwear,87,86
WH-1-E73,Apparel & Accessories,Clothing,Swimwear,260,260
WH-8-E34,Unknown,,,7,7
WH-3-B10,Apparel & Accessories,Clothing,Outfit Sets,69,69
WH-9-A93,Hardware,Fencing & Barriers,Fence Panels,244,242
WH-5-A39,Hardware,Fencing & Barriers,Fence Panels,78,76
WH-2-A49,Unknown,,,298,294
WH-9-D42,Unknown,,,320,319
WH-6-D28,Apparel & Accessories,Clothing,Underwear & Socks,86,85
WH-1-E43,Unknown,Unknown,Unknown,209,207
WH-9-A33,Home & Garden,Lawn & Garden,Watering & Irrigation,487,486
WH-5-E46,Home & Garden,Household Supplies,Storage & Organization,538,513
WH-7-A30,Home & Garden,Household Supplies,Storage & Organization,73,69
WH-2-C39,Cameras & Optics,Optics,Scopes,107,106
WH-6-D70,Unknown,,,154,144
WH-2-D71,Electronics,Audio,Audio Components,155,155
WH-3-A43,Electronics,Audio,Audio Components,229,228
WH-2-A61,Hardware,Hardware Accessories,Tool Storage & Organization,329,328
WH-4-C61,Electronics,Audio,Audio Components,319,318
WH-9-B37,Apparel & Accessories,Shoes,Unknown,269,268
WH-4-C80,Apparel & Accessories,Clothing,Shirts & Tops,259,259
WH-9-A15,Unknown,Unknown,Unknown,211,206
WH-6-E51,Hardware,Hardware Accessories,Tool Storage & Organization,72,71
WH-9-C58,Apparel & Accessories,Clothing,Underwear & Socks,13,13
WH-9-D49,Hardware,Hardware Accessories,Tool Storage & Organization,398,398
WH-6-C42,Hardware,Hardware Accessories,Tool Storage & Organization,175,173
WH-9-C57,Electronics,Audio,Audio Components,310,310
WH-1-D58,Hardware,Hardware Accessories,Tool Storage & Organization,28,28
WH-4-C33,Hardware,Hardware Accessories,Tool Storage & Organization,238,237
WH-5-E64,Home & Garden,Kitchen & Dining,Tableware,109,108
WH-5-A67,Unknown,,,348,348
WH-1-A33,Hardware,Hardware Accessories,Tool Storage & Organization,34,33
WH-3-A38,Unknown,,,412,412
WH-4-C78,Unknown,,,109,108
WH-1-E50,Apparel & Accessories,Clothing,Skorts,381,380
WH-2-B64,Electronics,Audio,Audio Components,215,213
WH-3-C17,Electronics,Audio,Audio Components,97,97
WH-4-D21,Electronics,Electronics Accessories,Adapters,537,517
WH-2-B22,Unknown,,,113,113
WH-1-D90,Unknown,,,52,52
WH-3-C76,Vehicles & Parts,Vehicle Parts & Accessories,Motor Vehicle Parts,64,64
WH-4-A33,Unknown,Unknown,Unknown,218,217
WH-5-C67,Unknown,,,493,493
WH-2-B14,Electronics,Audio,Audio Components,156,155
WH-1-D27,Electronics,Audio,Audio Components,35,34
WH-2-C93,Home & Garden,Household Supplies,Flooring & Carpet,308,308
WH-2-E43,Home & Garden,Kitchen & Dining,Cookware & Bakeware,154,149
WH-2-A29,Electronics,Electronics Accessories,Power,32,28
WH-4-D55,Electronics,Computers,Smart Glasses,81,80
WH-4-A10,Sporting Goods,Outdoor Recreation,Skateboarding,32,32
WH-3-C82,Electronics,Audio,Audio Components,233,233
WH-6-D71,Electronics,Audio,Audio Components,79,79
WH-4-E82,Unknown,,,309,309
WH-3-E71,Apparel & Accessories,Shoes,Unknown,291,290
WH-3-B24,Hardware,Hardware Accessories,Tool Storage & Organization,441,440
WH-9-D30,Home & Garden,Lighting,Unknown,283,282
WH-9-C87,Unknown,,,207,207
WH-8-B49,Electronics,Audio,Audio Components,227,226
WH-9-A79,Office Supplies,Filing & Organization,Desk Organizers,468,465
WH-5-B12,Home & Garden,Linens & Bedding,Pillows,434,433
WH-1-B32,Unknown,,,31,31
WH-1-D71,Unknown,,,316,316
WH-9-A85,Unknown,,,354,354
WH-7-C48,Hardware,Hardware Accessories,Tool Storage & Organization,196,195
WH-9-A84,Apparel & Accessories,Shoes,Unknown,412,412
WH-9-E20,Electronics,Audio,Audio Components,364,364
WH-7-E37,Electronics,Audio,Audio Components,397,397
WH-8-E93,Unknown,,,384,383
WH-5-C95,Health & Beauty,Health Care,Unknown,434,434
WH-6-A43,Hardware,Hardware Accessories,Tool Storage & Organization,254,253
WH-9-B47,Unknown,Unknown,Unknown,21,16
WH-4-C92,Apparel & Accessories,Shoes,Unknown,440,439
WH-8-E35,Unknown,,,424,424
WH-6-A14,Home & Garden,Decor,Rugs,201,200
WH-1-D71,Health & Beauty,Health Care,Medicine & Drugs,66,66
WH-7-E29,Health & Beauty,Personal Care,Cosmetics,97,92
WH-4-E18,Apparel & Accessories,Shoes,Unknown,186,185
WH-8-A94,Home & Garden,Decor,Rugs,370,369
WH-1-E74,Mature,Erotic,Sex Toys,438,437
WH-5-A34,Apparel & Accessories,Shoes,Unknown,490,489
WH-4-B16,Apparel & Accessories,"Handbags, Wallets & Cases",Handbags,241,239
WH-4-B24,Home & Garden,Decor,Rugs,323,323
WH-2-C25,Unknown,,,182,182
WH-3-D63,Unknown,,,23,22
WH-9-B78,Sporting Goods,Outdoor Recreation,Hunting & Shooting,247,232
WH-8-E53,Unknown,,,341,340
WH-5-E38,Electronics,Electronics Accessories,Antenna Accessories,207,206
WH-8-C77,Electronics,Audio,Audio Components,144,144
WH-3-C23,Apparel & Accessories,Shoes,Unknown,446,446
WH-2-E36,Apparel & Accessories,Costumes & Accessories,Costumes,237,236
WH-6-D25,Hardware,Building Materials,Unknown,133,130
WH-2-E97,Apparel & Accessories,Shoes,Unknown,328,328
WH-3-B58,Apparel & Accessories,Shoes,Unknown,460,460
WH-6-E51,Apparel & Accessories,Clothing Accessories,Hair Accessories,308,307
WH-5-D98,Hardware,Hardware Accessories,Tool Storage & Organization,27,25
WH-3-C15,Hardware,Hardware Accessories,Tool Storage & Organization,107,106
WH-8-E94,Electronics,Communications,Telephony,720,681
WH-8-B45,Unknown,,,238,237
WH-4-A25,Apparel & Accessories,Shoes,Unknown,63,63
WH-8-D63,Unknown,,,527,521
WH-8-C66,Apparel & Accessories,Clothing Accessories,Hair Accessories,117,104
WH-3-C38,Apparel & Accessories,Clothing Accessories,Hair Accessories,238,232
WH-7-A68,Unknown,,,282,282
WH-3-C13,Unknown,Unknown,Unknown,546,481
WH-2-B79,Unknown,,,70,70
WH-9-E89,Apparel & Accessories,Clothing,Underwear & Socks,432,431
WH-9-A63,Apparel & Accessories,Clothing,Underwear & Socks,310,307
WH-7-B12,Apparel & Accessories,Clothing,Underwear & Socks,454,450
WH-9-C94,Apparel & Accessories,Clothing,Underwear & Socks,49,44
WH-1-C40,Unknown,,,97,93
WH-9-E92,Unknown,,,145,137
WH-7-C27,Home & Garden,Kitchen & Dining,Kitchen Appliances,344,343
WH-1-A49,Home & Garden,Linens & Bedding,Bedding,297,296
WH-2-C63,Unknown,Unknown,Unknown,440,428
WH-4-A79,Unknown,,,427,425
WH-7-B66,Unknown,Unknown,Unknown,618,580
WH-3-D39,Unknown,,,230,228
WH-2-D97,Unknown,,,258,250
WH-1-D51,Unknown,,,222,221
WH-2-D49,Vehicles & Parts,Vehicle Parts & Accessories,Watercraft Parts & Accessories,445,435
WH-6-C19,"Food, Beverages & Tobacco",Food Items,Dips & Spreads,457,431
WH-1-E68,Unknown,Unknown,Unknown,400,368
WH-7-C14,Unknown,Unknown,Unknown,52,40
WH-6-C98,Unknown,Unknown,Unknown,553,543
WH-9-A90,Unknown,Unknown,Unknown,254,253
WH-8-A42,Unknown,,,427,425
WH-9-C82,Health & Beauty,Personal Care,Cosmetics,277,277
WH-4-B66,Unknown,,,26,26
WH-6-C89,Sporting Goods,Outdoor Recreation,Boating & Water Sports,18,18
WH-6-D37,Unknown,,,140,118
WH-5-E28,Apparel & Accessories,Clothing,Underwear & Socks,175,174
WH-7-E23,Apparel & Accessories,Clothing,Underwear & Socks,140,139
WH-7-C90,Health & Beauty,Personal Care,Cosmetics,331,331
WH-1-C45,Apparel & Accessories,Shoes,Unknown,433,429
WH-2-B24,Unknown,,,433,433
WH-4-B91,Apparel & Accessories,Shoes,Unknown,34,33
WH-5-A52,Apparel & Accessories,Shoes,Unknown,434,432
WH-2-C41,Apparel & Accessories,Shoes,Unknown,313,312
WH-7-E54,Apparel & Accessories,Shoes,Unknown,81,81
WH-4-D19,Apparel & Accessories,Shoes,Unknown,251,250
WH-5-E30,Apparel & Accessories,Shoes,Unknown,282,282
WH-8-D21,Unknown,,,139,139
WH-7-D65,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,303,303
WH-3-C18,Apparel & Accessories,Shoes,Unknown,281,281
WH-5-E81,Apparel & Accessories,Clothing Accessories,Sunglasses,90,88
WH-4-C74,Hardware,Tools,Ladders & Scaffolding,210,204
WH-3-B84,Luggage & Bags,Cosmetic & Toiletry Bags,Unknown,7,6
WH-2-D94,Vehicles & Parts,Vehicle Parts & Accessories,Watercraft Engines & Motors,328,327
WH-2-C66,Unknown,Unknown,Unknown,92,90
WH-6-B21,Unknown,Unknown,Unknown,281,279
WH-2-D91,Unknown,Unknown,Unknown,535,482
WH-9-C93,Unknown,,,453,453
WH-6-A29,Unknown,,,449,449
WH-8-E87,Vehicles & Parts,Vehicle Parts & Accessories,"Vehicle Maintenance, Care & Decor",461,460
WH-6-B48,Luggage & Bags,Luggage Accessories,Luggage Tags,496,489
WH-6-C73,Electronics,Communications,Telephony,416,416
WH-7-A43,Unknown,,,471,470
WH-4-E26,Electronics,Audio,Audio Components,103,102
WH-6-B91,Apparel & Accessories,Shoes,Unknown,261,260
WH-4-B80,Cameras & Optics,Cameras,Surveillance Cameras,204,204
WH-4-A71,Home & Garden,Linens & Bedding,Bed Sheets,80,78
WH-1-E36,Unknown,Unknown,Unknown,155,152
WH-5-A49,Apparel & Accessories,Clothing,Underwear & Socks,320,317
WH-8-A31,Unknown,,,35,35
WH-7-E25,Apparel & Accessories,Clothing,Underwear & Socks,365,363
WH-6-E80,Apparel & Accessories,Clothing,Underwear & Socks,393,393
WH-8-D65,Apparel & Accessories,Clothing,Underwear & Socks,270,269
WH-5-D38,Apparel & Accessories,Clothing,Underwear & Socks,441,441
WH-6-B98,Apparel & Accessories,Clothing,Underwear & Socks,275,274
WH-6-C61,Apparel & Accessories,Clothing,Underwear & Socks,169,168
WH-1-A31,Apparel & Accessories,Clothing,Underwear & Socks,93,93
WH-6-D54,Apparel & Accessories,Clothing,Underwear & Socks,418,416
WH-1-B10,Apparel & Accessories,Clothing,Underwear & Socks,280,278
WH-7-E67,Apparel & Accessories,Clothing,Underwear & Socks,271,271
WH-7-B75,Apparel & Accessories,Clothing,Underwear & Socks,460,459
WH-9-E57,Apparel & Accessories,Clothing,Underwear & Socks,334,332
WH-3-C45,Apparel & Accessories,Clothing,Underwear & Socks,153,151
WH-2-A93,Apparel & Accessories,Clothing,Underwear & Socks,322,320
WH-5-D27,Apparel & Accessories,Clothing,Underwear & Socks,285,285
WH-8-D42,Home & Garden,Linens & Bedding,Bed Sheets,266,265
WH-8-D91,Unknown,,,151,150
WH-5-A91,Unknown,Unknown,Unknown,292,289
WH-6-A24,Apparel & Accessories,Clothing,Traditional & Ceremonial Clothing,243,242
WH-7-A21,Unknown,Unknown,Unknown,5,4
WH-8-B52,Hardware,Hardware Accessories,Tool Storage & Organization,356,353
WH-1-C23,Home & Garden,Linens & Bedding,Bed Sheets,365,364
WH-6-D34,Unknown,,,315,314
WH-3-A81,Home & Garden,Decor,Vases,203,198
WH-7-C21,Unknown,,,404,400
WH-9-B96,Apparel & Accessories,Clothing,Underwear & Socks,458,456
WH-5-E75,Unknown,Unknown,Unknown,80,80
WH-1-D26,Unknown,,,468,447
WH-1-E81,Cameras & Optics,Cameras,Surveillance Cameras,83,83
WH-4-A27,Health & Beauty,Personal Care,Cosmetics,505,487
WH-8-E52,Vehicles & Parts,Vehicles,Motor Vehicles,390,389
WH-5-B64,Sporting Goods,Outdoor Recreation,Hunting & Shooting,213,212
WH-1-D64,Unknown,Unknown,Unknown,385,385
WH-2-E36,Unknown,Unknown,Unknown,232,232
WH-2-E33,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,164,162
WH-3-B90,Unknown,Unknown,Unknown,114,110
WH-4-A92,Hardware,Hardware Accessories,Tool Storage & Organization,291,291
WH-2-C84,Home & Garden,Decor,Window Treatments,450,450
WH-3-B71,Apparel & Accessories,"Handbags, Wallets & Cases",Business Card Cases,272,270
WH-3-D19,Home & Garden,Lighting,Night Lights & Ambient Lighting,12,11
WH-1-C72,Sporting Goods,Outdoor Recreation,Boating & Water Sports,174,174
WH-2-E45,Animals & Pet Supplies,Pet Supplies,Pet Grooming Supplies,313,313
WH-7-C38,Apparel & Accessories,Clothing,Unknown,234,234
WH-6-B35,Apparel & Accessories,Clothing,Outerwear,456,455
WH-4-E92,Unknown,,,295,295
WH-8-A95,Apparel & Accessories,Clothing,Outerwear,85,83
WH-2-E42,Office Supplies,Filing & Organization,Portfolios & Padfolios,53,53
WH-8-E56,Unknown,,,43,38
WH-4-B60,Unknown,,,220,219
WH-9-C19,Unknown,,,111,110
WH-9-A47,Unknown,,,323,318
WH-3-A17,Apparel & Accessories,Shoes,Unknown,235,234
WH-7-D44,Unknown,,,382,381
WH-3-D44,Apparel & Accessories,Shoes,Unknown,45,44
WH-3-A84,Home & Garden,Household Supplies,Storage & Organization,205,197
WH-9-A46,Home & Garden,Lawn & Garden,Unknown,318,314
WH-4-C75,Home & Garden,Lawn & Garden,Unknown,46,42
WH-2-D29,Home & Garden,Lawn & Garden,Unknown,465,464
WH-2-D44,Home & Garden,Lawn & Garden,Unknown,427,423
WH-4-E81,Home & Garden,Lawn & Garden,Unknown,373,370
WH-2-E98,Apparel & Accessories,Shoes,Unknown,304,302
WH-8-A25,Home & Garden,Decor,Artwork,251,250
WH-1-B71,Apparel & Accessories,Clothing,Shirts & Tops,195,195
WH-2-C60,Apparel & Accessories,Clothing,Swimwear,454,453
WH-6-B51,Apparel & Accessories,Clothing,Swimwear,272,272
WH-5-A84,Apparel & Accessories,Clothing,Swimwear,287,287
WH-1-D61,Apparel & Accessories,Clothing,Swimwear,218,217
WH-2-E85,Unknown,Unknown,Unknown,124,122
WH-4-B83,Unknown,,,96,88
WH-3-C57,Unknown,,,96,93
WH-9-D18,Hardware,Fencing & Barriers,Fence Panels,133,129
WH-1-C51,Apparel & Accessories,Clothing,Underwear & Socks,36,35
WH-6-D41,Hardware,Locks & Keys,Locks & Latches,324,323
WH-5-D38,Unknown,,,145,144
WH-3-A95,Home & Garden,Lawn & Garden,Gardening,245,245
WH-8-B42,Apparel & Accessories,Clothing,One-Pieces,325,324
WH-8-E43,Electronics,Audio,Audio Components,447,446
WH-5-D49,Hardware,Hardware Accessories,Tool Storage & Organization,73,71
WH-5-B91,Vehicles & Parts,Vehicle Parts & Accessories,Vehicle Decor Accessory Sets,288,288
WH-6-E88,Sporting Goods,Exercise & Fitness,Yoga & Pilates,204,201
WH-5-C53,Unknown,,,231,231
WH-6-B70,Electronics,Audio,Audio Components,92,92
WH-1-D53,Hardware,Hardware Accessories,Tool Storage & Organization,343,342
WH-2-D74,Apparel & Accessories,Clothing,Outerwear,14,13
WH-3-C26,Apparel & Accessories,Clothing,Outerwear,179,178
WH-8-E35,Apparel & Accessories,Clothing,Pants,304,303
WH-4-C34,Apparel & Accessories,Clothing,Shorts,416,416
WH-5-B78,Unknown,Unknown,Unknown,253,253
WH-5-E56,Hardware,Hardware Accessories,Tool Storage & Organization,130,130
WH-3-E31,Home & Garden,Decor,Picture Frames,175,174
WH-2-C85,Electronics,Audio,Audio Components,400,397
WH-3-C10,Health & Beauty,Personal Care,Cosmetics,427,425
WH-6-E27,Electronics,Audio,Audio Components,151,150
WH-3-C12,Electronics,Audio,Audio Accessories,499,498
WH-8-A68,Electronics,Audio,Audio Components,405,401
WH-2-A60,Electronics,Electronics Accessories,Antenna Accessories,166,165
WH-9-B50,Apparel & Accessories,Shoes,Unknown,89,86
WH-4-C83,Electronics,Audio,Audio Components,119,119
WH-1-A24,Unknown,Unknown,Unknown,469,469
WH-1-C72,Health & Beauty,Health Care,Medicine & Drugs,396,396
WH-6-D95,Health & Beauty,Personal Care,Hair Care,454,453
WH-7-D27,Apparel & Accessories,Clothing,Unknown,177,176
WH-2-B89,Apparel & Accessories,Clothing,Underwear & Socks,129,128
WH-1-B40,Apparel & Accessories,Shoes,Unknown,110,110
WH-6-A80,Apparel & Accessories,Clothing Accessories,Hair Accessories,457,457
WH-7-D23,Hardware,Hardware Accessories,Tool Storage & Organization,473,473
WH-1-C46,Hardware,Hardware Accessories,Tool Storage & Organization,44,42
WH-6-E93,Apparel & Accessories,Shoes,Unknown,441,441
WH-4-C32,Hardware,Tools,Abrasive Blasters,129,128
WH-9-E31,Hardware,Tools,Cutters,140,131
WH-9-B42,Hardware,Hardware Accessories,Tool Storage & Organization,306,305
WH-3-E81,Unknown,,,395,394
WH-3-B65,Apparel & Accessories,Shoes,Unknown,322,322
WH-9-E74,Electronics,Electronics Accessories,Handheld Device Accessories,793,704
WH-6-B70,Unknown,,,338,337
WH-6-C47,Unknown,Unknown,Unknown,161,158
WH-7-E53,Apparel & Accessories,Shoes,Unknown,204,204
WH-1-A24,Unknown,,,215,214
WH-6-D32,Apparel & Accessories,Costumes & Accessories,Costume Accessory Sets,153,152
WH-3-C76,Apparel & Accessories,Clothing,Shorts,418,417
WH-9-A72,Business & Industrial,Piercing & Tattooing,Tattooing Supplies,163,163
WH-6-B71,Apparel & Accessories,Clothing,Underwear & Socks,170,170
WH-4-D32,Apparel & Accessories,Clothing,Underwear & Socks,356,356
WH-2-B56,Toys & Games,Outdoor Play Equipment,Water Play Equipment,121,121
WH-1-C25,Health & Beauty,Personal Care,Sleeping Aids,19,18
WH-2-E54,Hardware,Tools,Flashlights & Headlamps,591,569
WH-2-D72,Unknown,,,219,219
WH-9-C76,Hardware,Hardware Accessories,Tool Storage & Organization,498,497
WH-3-D97,Electronics,Audio,Audio Components,224,224
WH-4-B69,Apparel & Accessories,Clothing,Underwear & Socks,462,462
WH-5-A55,Apparel & Accessories,Clothing,Shorts,342,341
WH-6-C70,Unknown,,,19,18
WH-5-B77,Hardware,Hardware Accessories,Tool Storage & Organization,439,437
WH-3-B55,Unknown,,,285,269
WH-7-B61,Apparel & Accessories,Shoes,Unknown,67,66
WH-5-D60,Apparel & Accessories,Clothing,Underwear & Socks,370,369
WH-9-C72,Animals & Pet Supplies,Pet Supplies,Pet Collars & Harnesses,477,475
WH-3-C25,Home & Garden,Kitchen & Dining,Cookware & Bakeware,141,136
WH-9-A22,Home & Garden,Kitchen & Dining,Tableware,174,174
WH-2-C96,Apparel & Accessories,Clothing,Outerwear,465,464
WH-8-C81,Unknown,Unknown,Unknown,340,289
WH-5-B87,Apparel & Accessories,Shoes,Unknown,26,26
WH-4-A78,Unknown,,,200,200
WH-8-C63,Unknown,,,193,193
WH-2-D81,Unknown,Unknown,Unknown,412,411
WH-1-B45,Unknown,Unknown,Unknown,10,9
WH-7-A71,Sporting Goods,Outdoor Recreation,Hunting & Shooting,6,5
WH-9-C58,Unknown,Unknown,Unknown,301,299
WH-8-D20,Home & Garden,Lawn & Garden,Unknown,493,491
WH-4-B48,Unknown,Unknown,Unknown,303,302
WH-5-E44,Unknown,Unknown,Unknown,83,82
WH-8-D35,Home & Garden,Linens & Bedding,Bedding,487,486
WH-3-A80,Vehicles & Parts,Vehicles,Motor Vehicles,407,405
WH-3-D95,Apparel & Accessories,Clothing,Underwear & Socks,37,31
WH-1-C75,Unknown,,,217,216
WH-2-D89,Apparel & Accessories,Clothing,Underwear & Socks,211,208
WH-1-D56,Apparel & Accessories,Clothing,Underwear & Socks,248,240
WH-2-D71,Apparel & Accessories,Clothing,Underwear & Socks,548,540
WH-7-A87,Apparel & Accessories,Clothing,Underwear & Socks,269,263
WH-8-C31,Apparel & Accessories,Clothing,Underwear & Socks,461,458
WH-1-C90,Sporting Goods,Outdoor Recreation,Hunting & Shooting,440,425
WH-9-C65,Vehicles & Parts,Vehicle Parts & Accessories,Motor Vehicle Frame & Body Parts,314,298
WH-7-D90,Apparel & Accessories,Clothing,Underwear & Socks,32,28
WH-2-E97,Home & Garden,Household Supplies,Laundry Supplies,97,95
WH-7-D88,Unknown,,,106,106
WH-3-A63,Apparel & Accessories,Clothing,Swimwear,293,293
WH-4-C95,Unknown,,,328,328
WH-1-D41,Unknown,Unknown,Unknown,356,349
WH-3-A96,Apparel & Accessories,Shoes,Unknown,237,237
WH-2-E21,Unknown,Unknown,Unknown,349,349
WH-4-A19,Toys & Games,Toys,Pretend Play,344,321
WH-5-C82,Apparel & Accessories,Clothing,Underwear & Socks,491,487
WH-4-E31,Apparel & Accessories,Clothing,Underwear & Socks,157,156
WH-4-D33,Apparel & Accessories,Clothing,Underwear & Socks,427,426
WH-9-D19,Apparel & Accessories,Clothing,Underwear & Socks,59,58
WH-5-C29,Apparel & Accessories,Clothing,Underwear & Socks,108,107
WH-1-D78,Apparel & Accessories,Clothing,Underwear & Socks,235,235
WH-3-D70,Apparel & Accessories,Clothing,Underwear & Socks,25,24
WH-3-A66,Apparel & Accessories,Clothing,Underwear & Socks,256,254
WH-1-C81,Apparel & Accessories,Clothing,Underwear & Socks,159,159
WH-3-D32,Apparel & Accessories,Clothing,Underwear & Socks,318,317
WH-1-A82,Apparel & Accessories,Clothing,Underwear & Socks,311,311
WH-9-E97,Unknown,,,357,356
WH-6-E53,Apparel & Accessories,Clothing,Underwear & Socks,295,294
WH-6-E98,Apparel & Accessories,Clothing,Underwear & Socks,106,104
WH-8-A70,Unknown,Unknown,Unknown,256,248
