container_id,container_type,origin_port,origin_country,destination_port,destination_country,transit_days,shipment_status,quantity,category_lvl1,total_cargo_value_usd
CONT926270,20FT Reefer,Shanghai,China,New York,USA,22,Ready for Pickup,571,Apparel & Accessories,36852.34
CONT803135,20FT Reefer,Shanghai,China,New York,USA,22,Ready for Pickup,147,Unknown,14241.36
CONT981327,20FT Reefer,Shanghai,China,New York,USA,22,Ready for Pickup,928,Home & Garden,143440.96
CONT514485,20FT Reefer,Shanghai,China,New York,USA,22,Ready for Pickup,57,Unknown,4623.27
CONT146211,40FT High Cube,Ningbo,China,Oakland,USA,24,Customs Clearance,300,Unknown,25341.00
CONT353367,40FT High Cube,Ningbo,China,Oakland,USA,24,Customs Clearance,806,Home & Garden,86701.42
CONT510846,40FT High Cube,Ningbo,China,Oakland,USA,24,Customs Clearance,75,Unknown,8526.00
CONT503357,40FT High Cube,Ningbo,China,Oakland,USA,24,Customs Clearance,720,Unknown,65167.20
CONT125441,40FT High Cube,Ningbo,China,Oakland,USA,24,Customs Clearance,918,Electronics,29697.30
CONT247248,40FT High Cube,Ningbo,China,Oakland,USA,24,Customs Clearance,264,Apparel & Accessories,34578.72
CONT921675,40FT High Cube,Ningbo,China,Oakland,USA,24,Customs Clearance,617,Unknown,9736.26
CONT763904,40FT High Cube,Ningbo,China,Oakland,USA,24,Customs Clearance,660,Unknown,29931.00
CONT609155,45FT High Cube,Qingdao,China,Los Angeles,USA,20,Customs Clearance,956,Hardware,21108.48
CONT277738,45FT High Cube,Qingdao,China,Los Angeles,USA,20,Customs Clearance,602,Electronics,73413.90
CONT824836,45FT High Cube,Qingdao,China,Los Angeles,USA,20,Customs Clearance,706,Health & Beauty,120556.56
CONT648483,45FT High Cube,Qingdao,China,Los Angeles,USA,20,Customs Clearance,569,Home & Garden,98277.68
CONT479308,45FT High Cube,Qingdao,China,Los Angeles,USA,20,Customs Clearance,898,Unknown,174643.04
CONT162352,45FT High Cube,Qingdao,China,Los Angeles,USA,20,Customs Clearance,974,Vehicles & Parts,50609.04
CONT761005,45FT High Cube,Qingdao,China,Los Angeles,USA,20,Customs Clearance,451,Apparel & Accessories,11302.06
CONT227716,45FT High Cube,Qingdao,China,Los Angeles,USA,20,Customs Clearance,875,Apparel & Accessories,36776.25
CONT418824,20FT Standard,Xiamen,China,Seattle,USA,21,Delivered,578,Unknown,14779.46
CONT707932,20FT Standard,Xiamen,China,Seattle,USA,21,Delivered,112,Unknown,8296.96
CONT718376,20FT Standard,Xiamen,China,Seattle,USA,21,Delivered,864,Unknown,143035.20
CONT946164,20FT Standard,Xiamen,China,Seattle,USA,21,Delivered,523,Unknown,81384.03
CONT504026,20FT Standard,Xiamen,China,Seattle,USA,21,Delivered,232,Apparel & Accessories,35830.08
CONT614116,20FT Standard,Xiamen,China,Seattle,USA,21,Delivered,261,Home & Garden,10528.74
CONT270246,40FT Standard,Xiamen,China,New York,USA,21,In Transit,785,Unknown,151638.45
CONT162955,40FT Standard,Xiamen,China,New York,USA,21,In Transit,869,Apparel & Accessories,83224.13
CONT884881,40FT Standard,Xiamen,China,New York,USA,21,In Transit,930,Mature,183740.10
CONT796051,40FT Standard,Xiamen,China,New York,USA,21,In Transit,917,Unknown,138191.9
CONT989318,40FT Standard,Xiamen,China,New York,USA,21,In Transit,385,Electronics,25587.10
CONT916531,40FT High Cube,Xiamen,China,Long Beach,USA,24,In Transit,811,Unknown,12254.21
CONT837927,40FT High Cube,Xiamen,China,Long Beach,USA,24,In Transit,512,Arts & Entertainment,10624.00
CONT659925,40FT High Cube,Xiamen,China,Long Beach,USA,24,In Transit,591,Hardware,113915.25
CONT173802,40FT High Cube,Xiamen,China,Long Beach,USA,24,In Transit,206,Luggage & Bags,40559.34
CONT663451,40FT High Cube,Xiamen,China,Long Beach,USA,24,In Transit,337,Unknown,12142.11
CONT387657,40FT Standard,Shanghai,China,Oakland,USA,17,In Transit,525,Toys & Games,8163.75
CONT804297,40FT Standard,Shanghai,China,Oakland,USA,17,In Transit,717,Apparel & Accessories,29009.82
CONT835061,40FT Standard,Shanghai,China,Oakland,USA,17,In Transit,711,Apparel & Accessories,8880.39
CONT626769,40FT Standard,Shanghai,China,Oakland,USA,17,In Transit,688,"Food, Beverages & Tobacco",108119.20
CONT628111,40FT Standard,Shanghai,China,Oakland,USA,17,In Transit,241,Hardware,44421.12
CONT636628,40FT Standard,Ningbo,China,New York,USA,19,Ready for Pickup,757,Home & Garden,98833.92
CONT540366,40FT Standard,Ningbo,China,New York,USA,19,Ready for Pickup,577,Unknown,98228.48
CONT889355,40FT Standard,Ningbo,China,New York,USA,19,Ready for Pickup,588,Electronics,18533.76
CONT221436,40FT Standard,Ningbo,China,New York,USA,19,Ready for Pickup,252,Unknown,13048.56
CONT221581,20FT Reefer,Tianjin,China,Long Beach,USA,22,In Transit,235,Health & Beauty,30279.75
CONT909922,20FT Reefer,Tianjin,China,Long Beach,USA,22,In Transit,871,Hardware,133175.9
CONT174461,20FT Reefer,Tianjin,China,Long Beach,USA,22,In Transit,505,Electronics,17624.5
CONT190735,20FT Reefer,Tianjin,China,Long Beach,USA,22,In Transit,530,Unknown,29086.40
CONT666827,20FT Reefer,Tianjin,China,Long Beach,USA,22,In Transit,309,Apparel & Accessories,37107.81
CONT776400,20FT Reefer,Tianjin,China,Long Beach,USA,22,In Transit,832,Vehicles & Parts,11880.96
CONT882724,40FT Standard,Xiamen,China,Oakland,USA,18,Ready for Pickup,467,Apparel & Accessories,77097.03
CONT498751,40FT Standard,Xiamen,China,Oakland,USA,18,Ready for Pickup,532,Vehicles & Parts,5644.52
CONT982010,40FT Standard,Xiamen,China,Oakland,USA,18,Ready for Pickup,296,Arts & Entertainment,3552
CONT756715,40FT Standard,Xiamen,China,Oakland,USA,18,Ready for Pickup,655,Hardware,68892.90
CONT257739,40FT Standard,Xiamen,China,Oakland,USA,18,Ready for Pickup,76,Home & Garden,5246.28
CONT949981,40FT Standard,Xiamen,China,Oakland,USA,18,Ready for Pickup,840,Apparel & Accessories,111686.40
CONT904404,40FT Standard,Xiamen,China,Oakland,USA,18,Ready for Pickup,335,Unknown,20083.25
CONT413273,20FT Standard,Dalian,China,Oakland,USA,18,In Transit,696,Apparel & Accessories,113162.64
CONT151452,20FT Standard,Dalian,China,Oakland,USA,18,In Transit,271,Apparel & Accessories,19644.79
CONT648039,20FT Standard,Dalian,China,Oakland,USA,18,In Transit,638,Apparel & Accessories,84598.8
CONT913414,20FT Standard,Dalian,China,Oakland,USA,18,In Transit,246,Apparel & Accessories,25709.46
CONT611310,20FT Standard,Dalian,China,Oakland,USA,18,In Transit,199,Electronics,15446.38
CONT879492,20FT Standard,Dalian,China,Oakland,USA,18,In Transit,847,Apparel & Accessories,96142.97
CONT891102,20FT Standard,Dalian,China,Oakland,USA,18,In Transit,529,Apparel & Accessories,99610.7
CONT525678,20FT Standard,Dalian,China,Oakland,USA,18,In Transit,410,Arts & Entertainment,55001.50
CONT749621,45FT High Cube,Tianjin,China,Savannah,USA,24,Delivered,131,Home & Garden,12272.08
CONT517652,45FT High Cube,Tianjin,China,Savannah,USA,24,Delivered,653,Hardware,114405.6
CONT225430,45FT High Cube,Tianjin,China,Savannah,USA,24,Delivered,177,Electronics,32486.58
CONT985209,45FT High Cube,Tianjin,China,Savannah,USA,24,Delivered,98,Hardware,11059.30
CONT725474,45FT High Cube,Ningbo,China,Seattle,USA,20,In Transit,876,Apparel & Accessories,117962.16
CONT453762,45FT High Cube,Ningbo,China,Seattle,USA,20,In Transit,847,Home & Garden,50371.09
CONT846220,45FT High Cube,Ningbo,China,Seattle,USA,20,In Transit,291,Apparel & Accessories,2717.94
CONT521151,45FT High Cube,Ningbo,China,Seattle,USA,20,In Transit,680,Apparel & Accessories,52577.60
CONT839662,20FT Reefer,Tianjin,China,Los Angeles,USA,26,Ready for Pickup,942,Apparel & Accessories,124475.88
CONT373402,20FT Reefer,Tianjin,China,Los Angeles,USA,26,Ready for Pickup,128,Apparel & Accessories,15749.12
CONT526912,20FT Reefer,Tianjin,China,Los Angeles,USA,26,Ready for Pickup,688,Mature,78239.36
CONT758628,20FT Reefer,Tianjin,China,Los Angeles,USA,26,Ready for Pickup,724,Unknown,81240.04
CONT710789,20FT Reefer,Tianjin,China,Los Angeles,USA,26,Ready for Pickup,344,Health & Beauty,65693.68
CONT252301,20FT Reefer,Tianjin,China,Los Angeles,USA,26,Ready for Pickup,174,Home & Garden,14908.32
CONT955232,20FT Reefer,Tianjin,China,Los Angeles,USA,26,Ready for Pickup,70,Home & Garden,636.30
CONT571461,20FT Reefer,Tianjin,China,Los Angeles,USA,26,Ready for Pickup,240,Apparel & Accessories,40612.80
CONT683942,20FT Standard,Tianjin,China,Savannah,USA,15,Ready for Pickup,244,Home & Garden,47972.84
CONT489677,20FT Standard,Tianjin,China,Savannah,USA,15,Ready for Pickup,921,Home & Garden,70115.73
CONT555240,20FT Standard,Tianjin,China,Savannah,USA,15,Ready for Pickup,603,Unknown,105102.9
CONT168178,20FT Standard,Tianjin,China,Savannah,USA,15,Ready for Pickup,131,Home & Garden,13681.64
CONT939773,20FT Standard,Tianjin,China,Savannah,USA,15,Ready for Pickup,793,Apparel & Accessories,12529.4
CONT847329,20FT Standard,Tianjin,China,Savannah,USA,15,Ready for Pickup,307,Unknown,36400.99
CONT749835,20FT Reefer,Ningbo,China,Charleston,USA,25,In Transit,656,Apparel & Accessories,76319.04
CONT184092,20FT Reefer,Ningbo,China,Charleston,USA,25,In Transit,412,Hardware,25890.08
CONT534440,20FT Reefer,Ningbo,China,Charleston,USA,25,In Transit,459,Hardware,55511.46
CONT630223,20FT Reefer,Ningbo,China,Charleston,USA,25,In Transit,114,Apparel & Accessories,7154.64
CONT682983,40FT High Cube,Shanghai,China,Oakland,USA,22,In Transit,422,Toys & Games,52074.8
CONT459444,40FT High Cube,Shanghai,China,Oakland,USA,22,In Transit,498,Apparel & Accessories,88514.52
CONT668160,40FT High Cube,Shanghai,China,Oakland,USA,22,In Transit,806,Home & Garden,142347.66
CONT438338,40FT High Cube,Shanghai,China,Oakland,USA,22,In Transit,470,Unknown,48316.0
CONT280077,40FT High Cube,Shanghai,China,Oakland,USA,22,In Transit,540,Arts & Entertainment,42368.40
CONT419876,40FT High Cube,Shanghai,China,Oakland,USA,22,In Transit,603,Apparel & Accessories,37126.71
CONT470073,45FT High Cube,Tianjin,China,Seattle,USA,29,Ready for Pickup,711,Apparel & Accessories,8261.82
CONT706565,45FT High Cube,Tianjin,China,Seattle,USA,29,Ready for Pickup,258,Vehicles & Parts,17515.62
CONT179581,45FT High Cube,Tianjin,China,Seattle,USA,29,Ready for Pickup,927,Apparel & Accessories,117701.19
CONT675609,45FT High Cube,Tianjin,China,Seattle,USA,29,Ready for Pickup,982,Unknown,146180.52
CONT778014,45FT High Cube,Tianjin,China,Seattle,USA,29,Ready for Pickup,667,Business & Industrial,124668.97
CONT282142,45FT High Cube,Tianjin,China,Seattle,USA,29,Ready for Pickup,648,Apparel & Accessories,20204.64
CONT460091,45FT High Cube,Tianjin,China,Seattle,USA,29,Ready for Pickup,301,Home & Garden,54977.65
CONT892672,40FT Standard,Guangzhou,China,New York,USA,29,Arrived at Port,866,Apparel & Accessories,167337.18
CONT705619,40FT Standard,Guangzhou,China,New York,USA,29,Arrived at Port,994,Hardware,55902.56
CONT248406,40FT Standard,Guangzhou,China,New York,USA,29,Arrived at Port,956,Unknown,75638.72
CONT393531,40FT Standard,Guangzhou,China,New York,USA,29,Arrived at Port,456,Electronics,56142.72
CONT842406,40FT Standard,Guangzhou,China,New York,USA,29,Arrived at Port,807,Electronics,91909.23
CONT312870,40FT Standard,Guangzhou,China,New York,USA,29,Arrived at Port,538,Home & Garden,88221.24
CONT360435,40FT Standard,Guangzhou,China,New York,USA,29,Arrived at Port,309,Unknown,23558.16
CONT953877,45FT High Cube,Shenzhen,China,Los Angeles,USA,23,Ready for Pickup,931,Vehicles & Parts,152050.92
CONT915306,45FT High Cube,Shenzhen,China,Los Angeles,USA,23,Ready for Pickup,580,Baby & Toddler,73358.40
CONT415774,45FT High Cube,Shenzhen,China,Los Angeles,USA,23,Ready for Pickup,274,Vehicles & Parts,39647.8
CONT834035,45FT High Cube,Shenzhen,China,Los Angeles,USA,23,Ready for Pickup,848,Apparel & Accessories,34165.92
CONT747891,45FT High Cube,Shenzhen,China,Los Angeles,USA,23,Ready for Pickup,303,Unknown,7120.5
CONT788459,40FT Standard,Qingdao,China,New York,USA,23,In Transit,780,Electronics,28524.60
CONT812549,40FT Standard,Qingdao,China,New York,USA,23,In Transit,796,Health & Beauty,104172.52
CONT208597,40FT Standard,Qingdao,China,New York,USA,23,In Transit,377,Home & Garden,29850.86
CONT737897,40FT Standard,Qingdao,China,New York,USA,23,In Transit,431,Home & Garden,29614.01
CONT252247,20FT Reefer,Xiamen,China,Los Angeles,USA,23,Arrived at Port,963,Apparel & Accessories,40359.33
CONT241763,20FT Reefer,Xiamen,China,Los Angeles,USA,23,Arrived at Port,291,Apparel & Accessories,34090.65
CONT857705,20FT Reefer,Xiamen,China,Los Angeles,USA,23,Arrived at Port,195,Unknown,33440.55
CONT331681,20FT Reefer,Xiamen,China,Los Angeles,USA,23,Arrived at Port,146,Apparel & Accessories,20803.54
CONT546453,20FT Reefer,Xiamen,China,Los Angeles,USA,23,Arrived at Port,951,Home & Garden,6438.27
CONT626712,20FT Reefer,Xiamen,China,Los Angeles,USA,23,Arrived at Port,340,Home & Garden,44390.40
CONT118557,20FT Reefer,Xiamen,China,Los Angeles,USA,23,Arrived at Port,386,Electronics,42676.16
CONT596905,20FT Reefer,Xiamen,China,Los Angeles,USA,23,Arrived at Port,245,Unknown,5184.20
CONT997388,40FT High Cube,Ningbo,China,New York,USA,25,Ready for Pickup,363,Electronics,4094.64
CONT205786,40FT High Cube,Ningbo,China,New York,USA,25,Ready for Pickup,666,Hardware,120912.30
CONT338065,40FT High Cube,Ningbo,China,New York,USA,25,Ready for Pickup,782,Apparel & Accessories,69871.70
CONT249224,40FT High Cube,Ningbo,China,New York,USA,25,Ready for Pickup,395,Health & Beauty,51369.75
CONT809499,20FT Standard,Xiamen,China,Long Beach,USA,20,Customs Clearance,182,Electronics,8484.84
CONT492425,20FT Standard,Xiamen,China,Long Beach,USA,20,Customs Clearance,536,Unknown,74509.36
CONT638154,20FT Standard,Xiamen,China,Long Beach,USA,20,Customs Clearance,570,Apparel & Accessories,35824.50
CONT996735,20FT Standard,Qingdao,China,Charleston,USA,18,In Transit,56,Electronics,2950.64
CONT183854,20FT Standard,Qingdao,China,Charleston,USA,18,In Transit,70,Arts & Entertainment,8779.40
CONT818231,20FT Standard,Qingdao,China,Charleston,USA,18,In Transit,743,Sporting Goods,88610.18
CONT674482,20FT Standard,Qingdao,China,Charleston,USA,18,In Transit,842,Apparel & Accessories,164636.26
CONT340068,20FT Standard,Qingdao,China,Charleston,USA,18,In Transit,363,Unknown,13245.87
CONT689225,20FT Standard,Qingdao,China,Charleston,USA,18,In Transit,55,Unknown,4995.65
CONT270503,20FT Standard,Qingdao,China,Charleston,USA,18,In Transit,810,Electronics,151972.20
CONT355043,20FT Standard,Qingdao,China,Charleston,USA,18,In Transit,949,"Food, Beverages & Tobacco",27103.44
CONT258209,40FT High Cube,Shanghai,China,Oakland,USA,18,In Transit,932,Home & Garden,105213.48
CONT540389,40FT High Cube,Shanghai,China,Oakland,USA,18,In Transit,676,Apparel & Accessories,12113.92
CONT208619,40FT High Cube,Shanghai,China,Oakland,USA,18,In Transit,585,Electronics,57037.5
CONT286342,40FT High Cube,Shanghai,China,Oakland,USA,18,In Transit,572,Electronics,83002.92
CONT630567,20FT Reefer,Qingdao,China,Oakland,USA,26,In Transit,722,Electronics,13227.04
CONT469321,20FT Reefer,Qingdao,China,Oakland,USA,26,In Transit,901,Apparel & Accessories,140565.01
CONT916857,20FT Reefer,Qingdao,China,Oakland,USA,26,In Transit,542,Unknown,56422.2
CONT792189,20FT Reefer,Qingdao,China,Oakland,USA,26,In Transit,181,Apparel & Accessories,30089.44
CONT451733,20FT Reefer,Qingdao,China,Oakland,USA,26,In Transit,496,Home & Garden,30826.40
CONT780379,20FT Reefer,Qingdao,China,Oakland,USA,26,In Transit,594,Unknown,3272.94
CONT617049,20FT Reefer,Qingdao,China,Oakland,USA,26,In Transit,127,Electronics,21172.17
CONT178297,20FT Reefer,Qingdao,China,Oakland,USA,26,In Transit,845,Unknown,93845.70
CONT859262,20FT Reefer,Guangzhou,China,Los Angeles,USA,16,In Transit,723,Unknown,92421.09
CONT973086,20FT Reefer,Guangzhou,China,Los Angeles,USA,16,In Transit,101,Apparel & Accessories,17025.57
CONT212469,20FT Reefer,Guangzhou,China,Los Angeles,USA,16,In Transit,652,Sporting Goods,95876.60
CONT306451,20FT Reefer,Guangzhou,China,Los Angeles,USA,16,In Transit,493,Home & Garden,97850.64
CONT465847,20FT Reefer,Guangzhou,China,Los Angeles,USA,16,In Transit,756,Home & Garden,42305.76
CONT516414,20FT Reefer,Guangzhou,China,Los Angeles,USA,16,In Transit,438,Apparel & Accessories,48858.90
CONT285387,45FT High Cube,Guangzhou,China,Seattle,USA,26,Delivered,462,Apparel & Accessories,10478.16
CONT735894,45FT High Cube,Guangzhou,China,Seattle,USA,26,Delivered,613,Sporting Goods,100556.52
CONT176283,45FT High Cube,Guangzhou,China,Seattle,USA,26,Delivered,217,Unknown,35835.38
CONT609408,45FT High Cube,Guangzhou,China,Seattle,USA,26,Delivered,905,Sporting Goods,167705.55
CONT771643,45FT High Cube,Guangzhou,China,Seattle,USA,26,Delivered,467,Apparel & Accessories,16387.03
CONT182045,45FT High Cube,Guangzhou,China,Seattle,USA,26,Delivered,245,Electronics,22718.85
CONT964958,20FT Reefer,Tianjin,China,Los Angeles,USA,27,Arrived at Port,886,Hardware,86252.10
CONT873375,20FT Reefer,Tianjin,China,Los Angeles,USA,27,Arrived at Port,196,Unknown,13733.72
CONT694951,20FT Reefer,Tianjin,China,Los Angeles,USA,27,Arrived at Port,236,Unknown,23828.92
CONT200704,20FT Reefer,Tianjin,China,Los Angeles,USA,27,Arrived at Port,221,Apparel & Accessories,26363.09
CONT171960,20FT Reefer,Tianjin,China,Los Angeles,USA,27,Arrived at Port,485,Unknown,19215.70
CONT134353,40FT High Cube,Guangzhou,China,Long Beach,USA,27,Delivered,498,Unknown,4820.64
CONT803548,40FT High Cube,Guangzhou,China,Long Beach,USA,27,Delivered,173,Electronics,10990.69
CONT148604,40FT High Cube,Guangzhou,China,Long Beach,USA,27,Delivered,65,Sporting Goods,7935.85
CONT698710,40FT High Cube,Guangzhou,China,Long Beach,USA,27,Delivered,866,Unknown,109514.36
CONT571669,40FT High Cube,Guangzhou,China,Long Beach,USA,27,Delivered,154,Apparel & Accessories,10083.92
CONT118992,40FT High Cube,Guangzhou,China,Long Beach,USA,27,Delivered,492,Unknown,58808.76
CONT547893,40FT High Cube,Guangzhou,China,Long Beach,USA,27,Delivered,740,Apparel & Accessories,78595.40
CONT248203,40FT High Cube,Guangzhou,China,Long Beach,USA,27,Delivered,481,Hardware,50591.58
CONT823311,45FT High Cube,Tianjin,China,Seattle,USA,25,Customs Clearance,374,Apparel & Accessories,7285.52
CONT227400,45FT High Cube,Tianjin,China,Seattle,USA,25,Customs Clearance,133,Unknown,8970.85
CONT360425,45FT High Cube,Tianjin,China,Seattle,USA,25,Customs Clearance,242,Animals & Pet Supplies,31208.32
CONT916479,45FT High Cube,Tianjin,China,Seattle,USA,25,Customs Clearance,775,Hardware,14089.50
CONT113161,45FT High Cube,Tianjin,China,Seattle,USA,25,Customs Clearance,108,Sporting Goods,706.32
CONT144936,45FT High Cube,Tianjin,China,Seattle,USA,25,Customs Clearance,355,Unknown,22886.85
CONT920296,45FT High Cube,Tianjin,China,Seattle,USA,25,Customs Clearance,194,Unknown,8415.72
CONT496474,45FT High Cube,Tianjin,China,Seattle,USA,25,Customs Clearance,651,Unknown,79669.38
CONT520857,20FT Standard,Shenzhen,China,Long Beach,USA,19,In Transit,288,Apparel & Accessories,53441.28
CONT299612,20FT Standard,Shenzhen,China,Long Beach,USA,19,In Transit,400,Arts & Entertainment,46120.0
CONT588165,20FT Standard,Shenzhen,China,Long Beach,USA,19,In Transit,268,Apparel & Accessories,4092.36
CONT372948,20FT Standard,Shenzhen,China,Long Beach,USA,19,In Transit,133,Apparel & Accessories,26127.85
CONT632309,20FT Standard,Shenzhen,China,Long Beach,USA,19,In Transit,711,Apparel & Accessories,17952.75
CONT522653,20FT Standard,Shenzhen,China,Long Beach,USA,19,In Transit,126,Electronics,4336.92
CONT242813,40FT Standard,Tianjin,China,New York,USA,20,In Transit,502,Home & Garden,96333.8
CONT693163,40FT Standard,Tianjin,China,New York,USA,20,In Transit,177,Unknown,31525.47
CONT636322,40FT Standard,Tianjin,China,New York,USA,20,In Transit,665,Unknown,111620.25
CONT362089,40FT Standard,Xiamen,China,New York,USA,29,Delivered,669,Unknown,21655.53
CONT631268,40FT Standard,Xiamen,China,New York,USA,29,Delivered,792,Hardware,22080.96
CONT104828,40FT Standard,Xiamen,China,New York,USA,29,Delivered,271,Unknown,25612.21
CONT925415,40FT Standard,Xiamen,China,New York,USA,29,Delivered,740,Electronics,58038.20
CONT637579,40FT Standard,Xiamen,China,New York,USA,29,Delivered,845,Apparel & Accessories,60341.45
CONT440713,40FT Standard,Xiamen,China,New York,USA,29,Delivered,931,Home & Garden,6777.68
CONT473153,40FT Standard,Xiamen,China,New York,USA,29,Delivered,398,Apparel & Accessories,28839.08
CONT237444,40FT Standard,Xiamen,China,New York,USA,29,Delivered,957,Apparel & Accessories,69124.11
CONT440725,20FT Reefer,Ningbo,China,Seattle,USA,22,In Transit,459,Unknown,89784.99
CONT477237,20FT Reefer,Ningbo,China,Seattle,USA,22,In Transit,117,Health & Beauty,13832.91
CONT137631,20FT Reefer,Ningbo,China,Seattle,USA,22,In Transit,927,Electronics,29979.18
CONT525007,20FT Reefer,Ningbo,China,Seattle,USA,22,In Transit,444,Cameras & Optics,38925.48
CONT945296,20FT Reefer,Ningbo,China,Seattle,USA,22,In Transit,710,Vehicles & Parts,118619.70
CONT807831,20FT Reefer,Ningbo,China,Seattle,USA,22,In Transit,307,Unknown,28827.3
CONT205900,40FT High Cube,Qingdao,China,Seattle,USA,25,Customs Clearance,738,Home & Garden,68626.62
CONT623568,40FT High Cube,Qingdao,China,Seattle,USA,25,Customs Clearance,422,Unknown,81589.48
CONT384582,40FT High Cube,Qingdao,China,Seattle,USA,25,Customs Clearance,779,Electronics,69175.2
CONT180400,40FT High Cube,Qingdao,China,Seattle,USA,25,Customs Clearance,234,Apparel & Accessories,5136.30
CONT875881,40FT High Cube,Qingdao,China,Seattle,USA,25,Customs Clearance,518,Apparel & Accessories,83480.88
CONT234410,40FT High Cube,Qingdao,China,Seattle,USA,25,Customs Clearance,163,Arts & Entertainment,30433.73
CONT474096,40FT High Cube,Qingdao,China,Seattle,USA,25,Customs Clearance,564,Apparel & Accessories,101717.40
CONT652165,40FT High Cube,Qingdao,China,Seattle,USA,25,Customs Clearance,527,Apparel & Accessories,100282.83
CONT646080,20FT Standard,Ningbo,China,Long Beach,USA,20,Arrived at Port,914,Apparel & Accessories,22493.54
CONT572259,20FT Standard,Ningbo,China,Long Beach,USA,20,Arrived at Port,323,Electronics,60943.64
CONT362227,20FT Standard,Ningbo,China,Long Beach,USA,20,Arrived at Port,65,Sporting Goods,9457.5
CONT102389,20FT Standard,Ningbo,China,Long Beach,USA,20,Arrived at Port,57,Apparel & Accessories,5650.98
CONT615361,20FT Standard,Shenzhen,China,Long Beach,USA,29,Arrived at Port,708,Electronics,22903.80
CONT478328,20FT Standard,Shenzhen,China,Long Beach,USA,29,Arrived at Port,347,Electronics,63219.93
CONT197910,20FT Standard,Shenzhen,China,Long Beach,USA,29,Arrived at Port,342,Home & Garden,35140.50
CONT730401,20FT Standard,Shenzhen,China,Long Beach,USA,29,Arrived at Port,457,Unknown,34832.54
CONT108462,20FT Standard,Shenzhen,China,Long Beach,USA,29,Arrived at Port,981,Unknown,54622.08
CONT872328,20FT Standard,Shenzhen,China,Long Beach,USA,29,Arrived at Port,126,Apparel & Accessories,24431.4
CONT822219,20FT Standard,Shenzhen,China,Long Beach,USA,29,Arrived at Port,246,Unknown,43187.76
CONT690840,20FT Standard,Shenzhen,China,Long Beach,USA,29,Arrived at Port,324,Apparel & Accessories,21277.08
CONT455502,20FT Standard,Qingdao,China,New York,USA,22,In Transit,231,Hardware,33511.17
CONT703483,20FT Standard,Qingdao,China,New York,USA,22,In Transit,429,Apparel & Accessories,85697.04
CONT277724,20FT Standard,Qingdao,China,New York,USA,22,In Transit,872,Unknown,9905.92
CONT788482,20FT Standard,Qingdao,China,New York,USA,22,In Transit,178,Apparel & Accessories,19060.24
CONT462483,40FT High Cube,Dalian,China,Savannah,USA,20,In Transit,567,Health & Beauty,107695.98
CONT173134,40FT High Cube,Dalian,China,Savannah,USA,20,In Transit,225,Apparel & Accessories,32616.00
CONT868363,40FT High Cube,Dalian,China,Savannah,USA,20,In Transit,476,Unknown,46681.32
CONT450543,40FT High Cube,Dalian,China,Savannah,USA,20,In Transit,226,Unknown,14601.86
CONT756492,40FT High Cube,Dalian,China,Savannah,USA,20,In Transit,872,Cameras & Optics,26752.96
CONT907461,40FT High Cube,Dalian,China,Savannah,USA,20,In Transit,601,Sporting Goods,30416.61
CONT567485,40FT High Cube,Dalian,China,Savannah,USA,20,In Transit,261,Arts & Entertainment,21488.13
CONT603242,40FT High Cube,Dalian,China,Savannah,USA,20,In Transit,727,Unknown,73928.63
CONT548880,45FT High Cube,Shenzhen,China,Charleston,USA,20,In Transit,327,Unknown,53268.3
CONT626487,45FT High Cube,Shenzhen,China,Charleston,USA,20,In Transit,695,Apparel & Accessories,125065.25
CONT600209,45FT High Cube,Shenzhen,China,Charleston,USA,20,In Transit,905,Apparel & Accessories,128953.45
CONT722207,45FT High Cube,Shenzhen,China,Charleston,USA,20,In Transit,886,Hardware,110120.94
CONT526870,45FT High Cube,Shenzhen,China,Charleston,USA,20,In Transit,102,Apparel & Accessories,7393.98
CONT902811,45FT High Cube,Shenzhen,China,Charleston,USA,20,In Transit,826,Unknown,45859.52
CONT583775,40FT Standard,Qingdao,China,Los Angeles,USA,23,In Transit,229,Health & Beauty,17120.04
CONT339488,40FT Standard,Qingdao,China,Los Angeles,USA,23,In Transit,940,Cameras & Optics,65113.80
CONT333068,40FT Standard,Qingdao,China,Los Angeles,USA,23,In Transit,606,Hardware,10477.74
CONT813823,20FT Standard,Dalian,China,Los Angeles,USA,16,In Transit,849,Apparel & Accessories,156479.19
CONT757268,20FT Standard,Dalian,China,Los Angeles,USA,16,In Transit,855,Electronics,66219.75
CONT523954,20FT Standard,Dalian,China,Los Angeles,USA,16,In Transit,307,Apparel & Accessories,37318.92
CONT988630,20FT Standard,Dalian,China,Los Angeles,USA,16,In Transit,878,Unknown,19553.06
CONT722465,20FT Standard,Dalian,China,Los Angeles,USA,16,In Transit,515,Unknown,2981.85
CONT445185,20FT Reefer,Shenzhen,China,New York,USA,24,In Transit,500,Unknown,78645.00
CONT940177,20FT Reefer,Shenzhen,China,New York,USA,24,In Transit,432,Cameras & Optics,42279.84
CONT681789,20FT Reefer,Shenzhen,China,New York,USA,24,In Transit,572,Apparel & Accessories,49203.44
CONT650875,20FT Reefer,Shenzhen,China,New York,USA,24,In Transit,972,Home & Garden,77176.8
CONT698781,20FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,978,Unknown,29398.68
CONT448821,20FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,89,Unknown,9777.54
